BBRefName,BBRefLink,BBRefID,BBRefBirthDate,NBAName,NBALink,NBAID,NBABirthDate,ESPNName,ESPNLink,ESPNID,ESPNBirthDate,SpotracName,SpotracLink,SpotracID
Shaquille Harrison,https://www.basketball-reference.com/players/h/harrish01.html,harrish01,10/6/1993,Shaquille Harrison,https://stats.nba.com/player/1627885/,1627885,10/6/1993,Shaquille Harrison,http://www.espn.com/nba/player/_/id/2991274/shaquille-harrison,2991274,10/6/1993,Shaquille Harrison,https://www.spotrac.com/redirect/player/21066/,21066
Shaquille O'Neal,https://www.basketball-reference.com/players/o/onealsh01.html,onealsh01,3/6/1972,Shaquille O'Neal,https://stats.nba.com/player/406/,406,3/6/1972,NA,NA,NA,NA,Shaquille O'Neal,https://www.spotrac.com/redirect/player/2666/,2666
Shaun Livingston,https://www.basketball-reference.com/players/l/livinsh01.html,livinsh01,9/11/1985,Shaun Livingston,https://stats.nba.com/player/2733/,2733,9/11/1985,Shaun Livingston,http://www.espn.com/nba/player/_/id/2393/shaun-livingston,2393,9/11/1985,Shaun Livingston,https://www.spotrac.com/redirect/player/2477/,2477
Shavlik Randolph,https://www.basketball-reference.com/players/r/randosh01.html,randosh01,11/24/1983,Shavlik Randolph,https://stats.nba.com/player/101183/,101183,11/24/1983,Shavlik Randolph,http://www.espn.com/nba/player/_/id/2810/shavlik-randolph,2810,11/24/1983,Shavlik Randolph,https://www.spotrac.com/redirect/player/2655/,2655
Shawn Long,https://www.basketball-reference.com/players/l/longsh01.html,longsh01,1/29/1993,Shawn Long,https://stats.nba.com/player/1627848/,1627848,1/29/1993,Shawn Long,http://www.espn.com/nba/player/_/id/2581180/shawn-long,2581180,1/29/1993,Shawn Long,https://www.spotrac.com/redirect/player/20287/,20287
Shawn Marion,https://www.basketball-reference.com/players/m/mariosh01.html,mariosh01,5/7/1978,Shawn Marion,https://stats.nba.com/player/1890/,1890,5/7/1978,Shawn Marion,http://www.espn.com/nba/player/_/id/510/shawn-marion,510,5/7/1978,Shawn Marion,https://www.spotrac.com/redirect/player/2552/,2552
Shawne Williams,https://www.basketball-reference.com/players/w/willish03.html,willish03,2/16/1986,Shawne Williams,https://stats.nba.com/player/200761/,200761,2/16/1986,Shawne Williams,http://www.espn.com/nba/player/_/id/3038/shawne-williams,3038,2/16/1986,Shawne Williams,https://www.spotrac.com/redirect/player/2417/,2417
Shayne Whittington,https://www.basketball-reference.com/players/w/whittsh01.html,whittsh01,3/27/1991,Shayne Whittington,https://stats.nba.com/player/203963/,203963,3/27/1991,Shayne Whittington,http://www.espn.com/nba/player/_/id/2491063/shayne-whittington,2491063,3/27/1991,Shayne Whittington,https://www.spotrac.com/redirect/player/15591/,15591
Shelvin Mack,https://www.basketball-reference.com/players/m/macksh01.html,macksh01,4/22/1990,Shelvin Mack,https://stats.nba.com/player/202714/,202714,4/22/1990,Shelvin Mack,http://www.espn.com/nba/player/_/id/6454/shelvin-mack,6454,4/22/1990,Shelvin Mack,https://www.spotrac.com/redirect/player/8086/,8086
Sim Bhullar,https://www.basketball-reference.com/players/b/bhullsi01.html,bhullsi01,12/2/1992,Sim Bhullar,https://stats.nba.com/player/204021/,204021,12/2/1992,Sim Bhullar,http://www.espn.com/nba/player/_/id/2596402/sim-bhullar,2596402,12/2/1992,Sim Bhullar,https://www.spotrac.com/redirect/player/15747/,15747
Sindarius Thornwell,https://www.basketball-reference.com/players/t/thornsi01.html,thornsi01,11/15/1994,Sindarius Thornwell,https://stats.nba.com/player/1628414/,1628414,11/15/1994,Sindarius Thornwell,http://www.espn.com/nba/player/_/id/3064539/sindarius-thornwell,3064539,11/15/1994,Sindarius Thornwell,https://www.spotrac.com/redirect/player/23649/,23649
Solomon Alabi,https://www.basketball-reference.com/players/a/alabiso01.html,alabiso01,3/21/1988,Solomon Alabi,https://stats.nba.com/player/202374/,202374,3/21/1988,Solomon Alabi,http://www.espn.com/nba/player/_/id/4268/solomon-alabi,4268,3/21/1988,Solomon Alabi,https://www.spotrac.com/redirect/player/6932/,6932
Solomon Hill,https://www.basketball-reference.com/players/h/hillso01.html,hillso01,3/18/1991,Solomon Hill,https://stats.nba.com/player/203524/,203524,3/18/1991,Solomon Hill,http://www.espn.com/nba/player/_/id/2488958/solomon-hill,2488958,3/18/1991,Solomon Hill,https://www.spotrac.com/redirect/player/13336/,13336
Solomon Jones,https://www.basketball-reference.com/players/j/jonesso01.html,jonesso01,7/16/1984,Solomon Jones,https://stats.nba.com/player/200780/,200780,7/16/1984,Solomon Jones,http://www.espn.com/nba/player/_/id/3010/solomon-jones,3010,7/16/1984,Solomon Jones,https://www.spotrac.com/redirect/player/2201/,2201
Spencer Dinwiddie,https://www.basketball-reference.com/players/d/dinwisp01.html,dinwisp01,4/6/1993,Spencer Dinwiddie,https://stats.nba.com/player/203915/,203915,4/6/1993,Spencer Dinwiddie,http://www.espn.com/nba/player/_/id/2580782/spencer-dinwiddie,2580782,4/6/1993,Spencer Dinwiddie,https://www.spotrac.com/redirect/player/15390/,15390
Spencer Hawes,https://www.basketball-reference.com/players/h/hawessp01.html,hawessp01,4/28/1988,Spencer Hawes,https://stats.nba.com/player/201150/,201150,4/28/1988,Spencer Hawes,http://www.espn.com/nba/player/_/id/3211/spencer-hawes,3211,4/28/1988,Spencer Hawes,https://www.spotrac.com/redirect/player/2690/,2690
Stanley Johnson,https://www.basketball-reference.com/players/j/johnsst04.html,johnsst04,5/29/1996,Stanley Johnson,https://stats.nba.com/player/1626169/,1626169,5/29/1996,Stanley Johnson,http://www.espn.com/nba/player/_/id/3134881/stanley-johnson,3134881,5/29/1996,Stanley Johnson,https://www.spotrac.com/redirect/player/17836/,17836
Stephen Curry,https://www.basketball-reference.com/players/c/curryst01.html,curryst01,3/14/1988,Stephen Curry,https://stats.nba.com/player/201939/,201939,3/14/1988,Stephen Curry,http://www.espn.com/nba/player/_/id/3975/stephen-curry,3975,3/14/1988,Stephen Curry,https://www.spotrac.com/redirect/player/6287/,6287
Stephen Graham,https://www.basketball-reference.com/players/g/grahast01.html,grahast01,6/11/1982,Stephen Graham,https://stats.nba.com/player/101211/,101211,6/11/1982,NA,NA,NA,NA,Stephen Graham,https://www.spotrac.com/redirect/player/2408/,2408
Stephen Jackson,https://www.basketball-reference.com/players/j/jacksst02.html,jacksst02,4/5/1978,Stephen Jackson,https://stats.nba.com/player/1536/,1536,4/5/1978,Stephen  Jackson,http://www.espn.com/nba/player/_/id/378/stephen-jackson,378,4/5/1978,Stephen Jackson,https://www.spotrac.com/redirect/player/2320/,2320
Stephen Zimmerman,https://www.basketball-reference.com/players/z/zimmest01.html,zimmest01,9/9/1996,Stephen Zimmerman,https://stats.nba.com/player/1627757/,1627757,9/9/1996,Stephen Zimmerman,http://www.espn.com/nba/player/_/id/3936102/stephen-zimmerman,3936102,9/9/1996,Stephen Zimmerman,https://www.spotrac.com/redirect/player/20247/,20247
Sterling Brown,https://www.basketball-reference.com/players/b/brownst02.html,brownst02,2/10/1995,Sterling Brown,https://stats.nba.com/player/1628425/,1628425,2/10/1995,Sterling Brown,http://www.espn.com/nba/player/_/id/3057187/sterling-brown,3057187,2/10/1995,Sterling Brown,https://www.spotrac.com/redirect/player/23647/,23647
Steve Blake,https://www.basketball-reference.com/players/b/blakest01.html,blakest01,2/26/1980,Steve Blake,https://stats.nba.com/player/2581/,2581,2/26/1980,Steve Blake,http://www.espn.com/nba/player/_/id/1994/steve-blake,1994,2/26/1980,Steve Blake,https://www.spotrac.com/redirect/player/2673/,2673
Steve Nash,https://www.basketball-reference.com/players/n/nashst01.html,nashst01,2/7/1974,Steve Nash,https://stats.nba.com/player/959/,959,2/7/1974,Steve Nash,http://www.espn.com/nba/player/_/id/592/steve-nash,592,2/7/1974,Steve Nash,https://www.spotrac.com/redirect/player/2665/,2665
Steve Novak,https://www.basketball-reference.com/players/n/novakst01.html,novakst01,6/13/1983,Steve Novak,https://stats.nba.com/player/200779/,200779,6/13/1983,Steve Novak,http://www.espn.com/nba/player/_/id/3018/steve-novak,3018,6/13/1983,Steve Novak,https://www.spotrac.com/redirect/player/2399/,2399
Steven Adams,https://www.basketball-reference.com/players/a/adamsst01.html,adamsst01,7/20/1993,Steven Adams,https://stats.nba.com/player/203500/,203500,7/20/1993,Steven Adams,http://www.espn.com/nba/player/_/id/2991235/steven-adams,2991235,7/20/1993,Steven Adams,https://www.spotrac.com/redirect/player/13325/,13325
Sviatoslav Mykhailiuk,https://www.basketball-reference.com/players/m/mykhasv01.html,mykhasv01,6/10/1997,Svi Mykhailiuk,https://stats.nba.com/player/1629004/,1629004,6/10/1997,Sviatoslav Mykhailiuk,http://www.espn.com/nba/player/_/id/3133602/sviatoslav-mykhailiuk,3133602,6/10/1997,Sviatoslav Mykhailiuk,https://www.spotrac.com/redirect/player/27013/,27013
T.J. McConnell,https://www.basketball-reference.com/players/m/mccontj01.html,mccontj01,3/25/1992,T.J. McConnell,https://stats.nba.com/player/204456/,204456,3/25/1992,T.J. McConnell,http://www.espn.com/nba/player/_/id/2530530/tj-mcconnell,2530530,3/25/1992,T.J. McConnell,https://www.spotrac.com/redirect/player/18252/,18252
T.J. Warren,https://www.basketball-reference.com/players/w/warretj01.html,warretj01,9/5/1993,T.J. Warren,https://stats.nba.com/player/203933/,203933,9/5/1993,T.J. Warren,http://www.espn.com/nba/player/_/id/2982334/tj-warren,2982334,9/5/1993,T.J. Warren,https://www.spotrac.com/redirect/player/15366/,15366
Taj Gibson,https://www.basketball-reference.com/players/g/gibsota01.html,gibsota01,6/24/1985,Taj Gibson,https://stats.nba.com/player/201959/,201959,6/24/1985,Taj Gibson,http://www.espn.com/nba/player/_/id/3986/taj-gibson,3986,6/24/1985,Taj Gibson,https://www.spotrac.com/redirect/player/6278/,6278
Tarik Black,https://www.basketball-reference.com/players/b/blackta01.html,blackta01,11/22/1991,Tarik Black,https://stats.nba.com/player/204028/,204028,11/22/1991,Tarik Black,http://www.espn.com/nba/player/_/id/2528393/tarik-black,2528393,11/22/1991,Tarik Black,https://www.spotrac.com/redirect/player/15767/,15767
Tayshaun Prince,https://www.basketball-reference.com/players/p/princta01.html,princta01,2/28/1980,Tayshaun Prince,https://stats.nba.com/player/2419/,2419,2/28/1980,Tayshaun Prince,http://www.espn.com/nba/player/_/id/1724/tayshaun-prince,1724,2/28/1980,Tayshaun Prince,https://www.spotrac.com/redirect/player/2307/,2307
Terrance Ferguson,https://www.basketball-reference.com/players/f/fergute01.html,fergute01,5/17/1998,Terrance Ferguson,https://stats.nba.com/player/1628390/,1628390,5/17/1998,Terrance Ferguson,http://www.espn.com/nba/player/_/id/4230546/terrance-ferguson,4230546,5/17/1998,Terrance Ferguson,https://www.spotrac.com/redirect/player/23616/,23616
Terrel Harris,https://www.basketball-reference.com/players/h/harrite01.html,harrite01,8/10/1987,Terrel Harris,https://stats.nba.com/player/202227/,202227,8/10/1987,Terrel Harris,http://www.espn.com/nba/player/_/id/6490/terrel-harris,6490,8/10/1987,Terrel Harris,https://www.spotrac.com/redirect/player/8711/,8711
Terrence Jones,https://www.basketball-reference.com/players/j/joneste01.html,joneste01,1/9/1992,Terrence Jones,https://stats.nba.com/player/203093/,203093,1/9/1992,Terrence Jones,http://www.espn.com/nba/player/_/id/6597/terrence-jones,6597,1/9/1992,Terrence Jones,https://www.spotrac.com/redirect/player/10843/,10843
Terrence Ross,https://www.basketball-reference.com/players/r/rosste01.html,rosste01,2/5/1991,Terrence Ross,https://stats.nba.com/player/203082/,203082,2/5/1991,Terrence Ross,http://www.espn.com/nba/player/_/id/6619/terrence-ross,6619,2/5/1991,Terrence Ross,https://www.spotrac.com/redirect/player/10816/,10816
Terrence Williams,https://www.basketball-reference.com/players/w/willite01.html,willite01,6/28/1987,Terrence Williams,https://stats.nba.com/player/201944/,201944,6/28/1987,Terrence Williams,http://www.espn.com/nba/player/_/id/4019/terrence-williams,4019,6/28/1987,Terrence Williams,https://www.spotrac.com/redirect/player/6306/,6306
Terry Rozier,https://www.basketball-reference.com/players/r/roziete01.html,roziete01,3/17/1994,Terry Rozier,https://stats.nba.com/player/1626179/,1626179,3/17/1994,Terry Rozier,http://www.espn.com/nba/player/_/id/3074752/terry-rozier,3074752,3/17/1994,Terry Rozier,https://www.spotrac.com/redirect/player/17844/,17844
Thabo Sefolosha,https://www.basketball-reference.com/players/s/sefolth01.html,sefolth01,5/2/1984,Thabo Sefolosha,https://stats.nba.com/player/200757/,200757,5/2/1984,Thabo Sefolosha,http://www.espn.com/nba/player/_/id/3028/thabo-sefolosha,3028,5/2/1984,Thabo Sefolosha,https://www.spotrac.com/redirect/player/2250/,2250
Thaddeus Young,https://www.basketball-reference.com/players/y/youngth01.html,youngth01,6/21/1988,Thaddeus Young,https://stats.nba.com/player/201152/,201152,6/21/1988,Thaddeus Young,http://www.espn.com/nba/player/_/id/3244/thaddeus-young,3244,6/21/1988,Thaddeus Young,https://www.spotrac.com/redirect/player/2658/,2658
Thanasis Antetokounmpo,https://www.basketball-reference.com/players/a/antetth01.html,antetth01,7/17/1992,Thanasis Antetokounmpo,https://stats.nba.com/player/203648/,203648,7/17/1992,Thanasis Antetokounmpo,http://www.espn.com/nba/player/_/id/3102533/thanasis-antetokounmpo,3102533,7/18/1992,Thanasis Antetokounmpo,https://www.spotrac.com/redirect/player/15403/,15403
Theo Pinson,https://www.basketball-reference.com/players/p/pinsoth01.html,pinsoth01,11/5/1995,Theo Pinson,https://stats.nba.com/player/1629033/,1629033,11/5/1995,Theo Pinson,http://www.espn.com/nba/player/_/id/3138154/theo-pinson,3138154,11/5/1995,Theo Pinson,https://www.spotrac.com/redirect/player/27827/,27827
Thomas Bryant,https://www.basketball-reference.com/players/b/bryanth01.html,bryanth01,7/31/1997,Thomas Bryant,https://stats.nba.com/player/1628418/,1628418,7/31/1997,Thomas Bryant,http://www.espn.com/nba/player/_/id/3934723/thomas-bryant,3934723,7/31/1997,Thomas Bryant,https://www.spotrac.com/redirect/player/23643/,23643
Thomas Robinson,https://www.basketball-reference.com/players/r/robinth01.html,robinth01,3/17/1991,Thomas Robinson,https://stats.nba.com/player/203080/,203080,3/17/1991,Thomas Robinson,http://www.espn.com/nba/player/_/id/6618/thomas-robinson,6618,3/17/1991,Thomas Robinson,https://www.spotrac.com/redirect/player/10813/,10813
Thomas Welsh,https://www.basketball-reference.com/players/w/welshth01.html,welshth01,2/3/1996,Thomas Welsh,https://stats.nba.com/player/1629118/,1629118,2/3/1996,Thomas Welsh,http://www.espn.com/nba/player/_/id/3155536/thomas-welsh,3155536,2/3/1996,Thomas Welsh,https://www.spotrac.com/redirect/player/27024/,27024
Thon Maker,https://www.basketball-reference.com/players/m/makerth01.html,makerth01,2/25/1997,Thon Maker,https://stats.nba.com/player/1627748/,1627748,2/25/1997,Thon Maker,http://www.espn.com/nba/player/_/id/4017843/thon-maker,4017843,2/25/1997,Thon Maker,https://www.spotrac.com/redirect/player/20215/,20215
Tiago Splitter,https://www.basketball-reference.com/players/s/splitti01.html,splitti01,1/1/1985,Tiago Splitter,https://stats.nba.com/player/201168/,201168,1/1/1985,Tiago Splitter,http://www.espn.com/nba/player/_/id/3233/tiago-splitter,3233,1/1/1985,Tiago Splitter,https://www.spotrac.com/redirect/player/7119/,7119
Tim Duncan,https://www.basketball-reference.com/players/d/duncati01.html,duncati01,4/25/1976,Tim Duncan,https://stats.nba.com/player/1495/,1495,4/25/1976,Tim Duncan,http://www.espn.com/nba/player/_/id/215/tim-duncan,215,4/25/1976,Tim Duncan,https://www.spotrac.com/redirect/player/2703/,2703
Tim Frazier,https://www.basketball-reference.com/players/f/fraziti01.html,fraziti01,11/1/1990,Tim Frazier,https://stats.nba.com/player/204025/,204025,11/1/1990,Tim Frazier,http://www.espn.com/nba/player/_/id/2488945/tim-frazier,2488945,11/1/1990,Tim Frazier,https://www.spotrac.com/redirect/player/15755/,15755
Tim Ohlbrecht,https://www.basketball-reference.com/players/o/ohlbrti01.html,ohlbrti01,8/30/1988,Tim Ohlbrecht,https://stats.nba.com/player/203317/,203317,8/30/1988,Tim Ohlbrecht,http://www.espn.com/nba/player/_/id/2308999/tim-ohlbrecht,2308999,8/30/1988,Tim Ohlbrecht,https://www.spotrac.com/redirect/player/11981/,11981
Tim Quarterman,https://www.basketball-reference.com/players/q/quartti01.html,quartti01,10/27/1994,Tim Quarterman,https://stats.nba.com/player/1627817/,1627817,10/27/1994,Tim Quarterman,http://www.espn.com/nba/player/_/id/4064730/tim-quarterman,4064730,10/27/1994,Tim Quarterman,https://www.spotrac.com/redirect/player/20910/,20910
Timofey Mozgov,https://www.basketball-reference.com/players/m/mozgoti01.html,mozgoti01,7/16/1986,Timofey Mozgov,https://stats.nba.com/player/202389/,202389,7/16/1986,Timofey Mozgov,http://www.espn.com/nba/player/_/id/4298/timofey-mozgov,4298,7/16/1986,Timofey Mozgov,https://www.spotrac.com/redirect/player/7118/,7118
Tobias Harris,https://www.basketball-reference.com/players/h/harrito02.html,harrito02,7/15/1992,Tobias Harris,https://stats.nba.com/player/202699/,202699,7/15/1992,Tobias Harris,http://www.espn.com/nba/player/_/id/6440/tobias-harris,6440,7/15/1992,Tobias Harris,https://www.spotrac.com/redirect/player/8070/,8070
Toney Douglas,https://www.basketball-reference.com/players/d/douglto01.html,douglto01,3/16/1986,Toney Douglas,https://stats.nba.com/player/201962/,201962,3/16/1986,Toney Douglas,http://www.espn.com/nba/player/_/id/3979/toney-douglas,3979,3/16/1986,Toney Douglas,https://www.spotrac.com/redirect/player/6309/,6309
Tony Allen,https://www.basketball-reference.com/players/a/allento01.html,allento01,1/11/1982,Tony Allen,https://stats.nba.com/player/2754/,2754,1/11/1982,Tony Allen,http://www.espn.com/nba/player/_/id/2367/tony-allen,2367,1/11/1982,Tony Allen,https://www.spotrac.com/redirect/player/2210/,2210
Tony Bradley,https://www.basketball-reference.com/players/b/bradlto01.html,bradlto01,1/8/1998,Tony Bradley,https://stats.nba.com/player/1628396/,1628396,1/8/1998,Tony Bradley,http://www.espn.com/nba/player/_/id/4065673/tony-bradley,4065673,1/8/1998,Tony Bradley,https://www.spotrac.com/redirect/player/23623/,23623
Tony Mitchell,https://www.basketball-reference.com/players/m/mitchto02.html,mitchto02,4/7/1992,Tony Mitchell,https://stats.nba.com/player/203502/,203502,4/7/1992,Tony Mitchell,http://www.espn.com/nba/player/_/id/2583664/tony-mitchell,2583664,4/7/1992,Tony Mitchell,https://www.spotrac.com/redirect/player/13350/,13350
Tony Mitchell,https://www.basketball-reference.com/players/m/mitchto03.html,mitchto03,8/7/1989,Tony Mitchell,https://stats.nba.com/player/203183/,203183,8/7/1989,Tony Mitchell,http://www.espn.com/nba/player/_/id/2489010/tony-mitchell,2489010,8/7/1989,Tony Mitchell,https://www.spotrac.com/redirect/player/11398/,11398
